city,type,bed,bath,garage,sqft,pool,price,log_price,log_sqft,garage_num,garage_cat
Long Beach,Condo/Twh,2,2,2,930,NA,225000,12.3238556811866,6.8351845861473,2,large
Long Beach,Condo/Twh,2,2,2,954,NA,260000,12.4684369099977,6.86066367144829,2,large
Long Beach,Condo/Twh,2,2,2,957,NA,195000,12.1807548375459,6.86380339145295,2,large
Long Beach,Condo/Twh,2,2,2,957,NA,280000,12.5425448821514,6.86380339145295,2,large
Long Beach,Condo/Twh,2,2,2,960,NA,169900,12.04296530766,6.86693328446188,2,large
Long Beach,Condo/Twh,2,2,2,960,NA,265000,12.4874851049684,6.86693328446188,2,large
Long Beach,Condo/Twh,2,2,2,961,NA,189900,12.1542528968004,6.86797440897029,2,large
Long Beach,Condo/Twh,2,2,2,978,NA,180000,12.1007121298723,6.88550967003482,2,large
Long Beach,Condo/Twh,2,2,2,985,NA,255000,12.4490188241406,6.89264164117209,2,large
Long Beach,Condo/Twh,2,2,2,990,NA,159000,11.9766594812024,6.89770494312864,2,large
Long Beach,Condo/Twh,2,2,2,1000,NA,230000,12.3458345879053,6.90775527898214,2,large
Long Beach,Condo/Twh,2,2,2,1000,NA,425000,12.9598444479066,6.90775527898214,2,large
Long Beach,Condo/Twh,2,2,2,1014,NA,155000,11.9511803959014,6.92165818415113,2,large
Long Beach,Condo/Twh,2,2,2,1014,NA,169000,12.0376539939052,6.92165818415113,2,large
Long Beach,Condo/Twh,2,2,2,1015,NA,185000,12.1281111040605,6.92264389147589,2,large
Long Beach,Condo/Twh,2,2,2,1020,NA,449000,13.0147781667244,6.92755790627832,2,large
Long Beach,Condo/Twh,2,2,2,1020,NA,629900,13.35331635561,6.92755790627832,2,large
Long Beach,Condo/Twh,2,2,2,1022,NA,289000,12.5741819670946,6.92951677076365,2,large
Long Beach,Condo/Twh,2,2,2,1023,NA,188000,12.1441972418121,6.93049476595163,2,large
Long Beach,Condo/Twh,2,2,2,1028,NA,311900,12.6504379025959,6.93537044601511,2,large
Long Beach,Condo/Twh,2,2,2,1028,NA,314900,12.6600104070891,6.93537044601511,2,large
Long Beach,Condo/Twh,2,2,2,1028,NA,330000,12.7068479334427,6.93537044601511,2,large
Long Beach,Condo/Twh,2,2,2,1029,NA,359000,12.7910776674704,6.93634273583405,2,large
Long Beach,Condo/Twh,2,2,2,1040,NA,343000,12.7454857261481,6.94697599213542,2,large
Long Beach,Condo/Twh,2,2,2,1048,NA,179800,12.0996004010197,6.95463886488099,2,large
Long Beach,Condo/Twh,2,2,2,1049,NA,175000,12.0725412529057,6.9555926083963,2,large
Long Beach,Condo/Twh,2,2,2,1050,NA,225000,12.3238556811866,6.95654544315157,2,large
Long Beach,Condo/Twh,2,2,2,1052,NA,345000,12.7512996960135,6.95844839329766,2,large
Long Beach,Condo/Twh,2,2,2,1053,NA,225000,12.3238556811866,6.95939851213398,2,large
Long Beach,Condo/Twh,2,2,2,1065,NA,230000,12.3458345879053,6.97073007814353,2,large
Long Beach,Condo/Twh,2,2,2,1070,NA,290000,12.5776362019627,6.97541392745595,2,large
Long Beach,Condo/Twh,2,2,2,1070,NA,360000,12.7938593104323,6.97541392745595,2,large
Long Beach,Condo/Twh,2,2,2,1070,NA,435000,12.9831013100708,6.97541392745595,2,large
Long Beach,Condo/Twh,2,2,2,1070,NA,479900,13.0813330278463,6.97541392745595,2,large
Long Beach,Condo/Twh,2,2,2,1079,NA,249900,12.428816116823,6.98378996525813,2,large
Long Beach,Condo/Twh,2,2,2,1080,NA,356001,12.782688818819,6.98471632011827,2,large
Long Beach,Condo/Twh,2,2,2,1098,NA,325000,12.6915804613119,7.00124562206948,2,large
Long Beach,Condo/Twh,2,2,2,1100,NA,235000,12.3673407931263,7.00306545878646,2,large
Long Beach,Condo/Twh,2,2,2,1121,NA,325000,12.6915804613119,7.02197642307216,2,large
Long Beach,Condo/Twh,2,2,2,1146,NA,340000,12.7367008965923,7.04403289727469,2,large
Long Beach,Condo/Twh,2,2,2,1151,NA,299500,12.6098696965376,7.04838640872188,2,large
Long Beach,Condo/Twh,2,2,2,1155,NA,219900,12.3009281765429,7.05185562295589,2,large
Long Beach,Condo/Twh,2,2,2,1160,NA,349000,12.7628272011846,7.05617528410041,2,large
Long Beach,Condo/Twh,2,2,2,1200,NA,385110,12.8612842867471,7.09007683577609,2,large
Long Beach,Condo/Twh,2,2,2,1206,NA,379000,12.8452914840646,7.09506437728713,2,large
Long Beach,Condo/Twh,2,2,2,1217,NA,390000,12.8739020181058,7.10414409298753,2,large
Long Beach,Condo/Twh,2,2,2,1227,NA,369900,12.8209879778205,7.11232744471091,2,large
Long Beach,Condo/Twh,2,2,2,1231,NA,310000,12.6443275764613,7.11558212618445,2,large
Long Beach,Condo/Twh,2,2,2,1251,NA,639900,13.3690671931276,7.13169851046691,2,large
Long Beach,Condo/Twh,2,2,2,1286,NA,159900,11.982303898822,7.15929190479756,2,large
Long Beach,Condo/Twh,2,2,2,1313,NA,527000,13.1749558275235,7.1800698743028,2,large
Long Beach,Condo/Twh,2,2,2,1333,NA,250000,12.4292161968444,7.19518732017871,2,large
Long Beach,Condo/Twh,2,2,2,1340,NA,621500,13.3398911899329,7.20042489294496,2,large
Long Beach,Condo/Twh,2,2,2,1400,NA,375000,12.8346813049525,7.24422751560335,2,large
Long Beach,Condo/Twh,2,2,2,1400,NA,457500,13.0335321636977,7.24422751560335,2,large
Long Beach,Condo/Twh,2,2,2,1400,NA,519900,13.1613917643718,7.24422751560335,2,large
Long Beach,Condo/Twh,2,2,2,1443,NA,988000,13.80343797673,7.27447955877387,2,large
Long Beach,Condo/Twh,2,2,2,1509,NA,439000,12.9922546920573,7.31920245876785,2,large
Long Beach,Condo/Twh,2,2,2,1540,NA,895000,13.704578997257,7.33953769540767,2,large
Long Beach,Condo/Twh,2,2,2,1542,NA,699000,13.4574060212159,7.34083555412327,2,large
Long Beach,Condo/Twh,2,2,2,1542,NA,735000,13.507625778195,7.34083555412327,2,large
Long Beach,Condo/Twh,2,2,2,1619,NA,369990,12.8212312572281,7.38956395367764,2,large
Long Beach,Condo/Twh,2,2.5,0,1332,NA,389900,12.8736455749707,7.19443685110033,0,none
Long Beach,Condo/Twh,2,3,0,979,NA,175000,12.0725412529057,6.88653164253051,0,none
Long Beach,Condo/Twh,2,3,1,1206,NA,395000,12.8866410438833,7.09506437728713,1,small
Long Beach,Condo/Twh,2,3,1,1300,NA,875000,13.6819791653398,7.17011954344963,1,small
Long Beach,Condo/Twh,2,3,1,1300,NA,875000,13.6819791653398,7.17011954344963,1,small
Long Beach,Condo/Twh,2,3,2,949,NA,195000,12.1807548375459,6.85540879860993,2,large
Long Beach,Condo/Twh,2,3,2,1020,NA,230000,12.3458345879053,6.92755790627832,2,large
Long Beach,Condo/Twh,2,3,2,1056,NA,199000,12.2010601037066,6.96224346426621,2,large
Long Beach,Condo/Twh,2,3,2,1284,NA,372000,12.8266491332553,7.15773548424991,2,large
Long Beach,Condo/Twh,2,3,2,1290,NA,375000,12.8346813049525,7.16239749735572,2,large
Long Beach,Condo/Twh,2,3,2,1290,NA,399900,12.8989697948349,7.16239749735572,2,large
Long Beach,Condo/Twh,2,3,2,1293,NA,179999,12.1007065743014,7.16472037877186,2,large
Long Beach,Condo/Twh,2,3,2,1320,NA,371000,12.8239573415896,7.18538701558042,2,large
Long Beach,Condo/Twh,2,3,2,1391,NA,299000,12.6081988523728,7.23777819192344,2,large
Long Beach,Condo/Twh,2,3,2,1474,NA,4E+05,12.8992198260901,7.29573507274928,2,large
Long Beach,Condo/Twh,2,3,2,1700,NA,599000,13.3030168770976,7.43838353004431,2,large
Long Beach,Condo/Twh,2,3,2,1741,NA,849000,13.6518144652935,7.46221493976819,2,large
Long Beach,Condo/Twh,2,3,2,2000,NA,995000,13.8104980161407,7.60090245954208,2,large
Long Beach,Condo/Twh,2,3,2,3055,NA,2100000,14.5574479026937,8.0245348716057,2,large
Long Beach,Condo/Twh,3,2,0,1260,NA,325000,12.6915804613119,7.13886699994552,0,none
Long Beach,Condo/Twh,3,2,0,1310,NA,335000,12.7218858108072,7.1777824161952,0,none
Long Beach,Condo/Twh,3,2,0,1638,NA,459900,13.038764353528,7.40123126441302,0,none
Long Beach,Condo/Twh,3,2,0,1724,NA,549000,13.2158537204917,7.45240245122364,0,none
Long Beach,Condo/Twh,3,2,1,1102,NA,327000,12.6977154498794,7.00488198971286,1,small
Long Beach,Condo/Twh,3,2,1,1122,NA,348000,12.7599577587566,7.02286808608264,1,small
Long Beach,Condo/Twh,3,2,1,1406,NA,439000,12.9922546920573,7.24850407237061,1,small
Long Beach,Condo/Twh,3,2,1,1484,NA,529000,13.1787437108404,7.30249642372733,1,small
Long Beach,Condo/Twh,3,2,1,1910,NA,395000,12.8866410438833,7.55485852104068,1,small
Long Beach,Condo/Twh,3,2,2,1040,NA,255000,12.4490188241406,6.94697599213542,2,large
Long Beach,Condo/Twh,3,2,2,1120,NA,339000,12.7337553863626,7.02108396428914,2,large
Long Beach,Condo/Twh,3,2,2,1158,NA,3E+05,12.6115377536383,7.05444965813294,2,large
Long Beach,Condo/Twh,3,2,2,1260,NA,419000,12.9456261989043,7.13886699994552,2,large
Long Beach,Condo/Twh,3,2,2,1260,NA,649000,13.3831879956862,7.13886699994552,2,large
Long Beach,Condo/Twh,3,2,2,1260,NA,699500,13.4581210730877,7.13886699994552,2,large
Long Beach,Condo/Twh,3,2,2,1282,NA,799000,13.5911162247484,7.15617663748062,2,large
Long Beach,Condo/Twh,3,2,2,1319,NA,589000,13.2861814626337,7.18462915271731,2,large
Long Beach,Condo/Twh,3,2,2,1340,NA,1150000,13.9552725003394,7.20042489294496,2,large
Long Beach,Condo/Twh,3,2,2,1380,NA,349000,12.7628272011846,7.22983877815125,2,large
Long Beach,Condo/Twh,3,2,2,1400,NA,559000,13.2339047521372,7.24422751560335,2,large
Long Beach,Condo/Twh,3,2,2,1425,NA,899000,13.7090383134538,7.26192709270275,2,large
Long Beach,Condo/Twh,3,2,2,1551,NA,649990,13.3847122571381,7.34665516317654,2,large
Long Beach,Condo/Twh,3,2,2,1551,NA,995000,13.8104980161407,7.34665516317654,2,large
Long Beach,Condo/Twh,3,2,2,1551,NA,1100000,13.9108207377686,7.34665516317654,2,large
Long Beach,Condo/Twh,3,2,2,1558,NA,564500,13.2436956625719,7.35115822643069,2,large
Long Beach,Condo/Twh,3,2,2,1592,NA,579900,13.2706109538645,7.37274636640433,2,large
Long Beach,Condo/Twh,3,2,2,1652,NA,1165000,13.9682316449819,7.40974195408092,2,large
Long Beach,Condo/Twh,3,2,2,1957,NA,315000,12.6603279178078,7.57916796739608,2,large
Long Beach,Condo/Twh,3,2.5,0,1436,NA,319000,12.672946381767,7.26961674960817,0,none
Long Beach,Condo/Twh,3,3,0,1640,NA,338000,12.7308011744652,7.40245152081824,0,none
Long Beach,Condo/Twh,3,3,0,2360,NA,685000,13.4371741172444,7.76641689801966,0,none
Long Beach,Condo/Twh,3,3,2,1519,NA,149900,11.9177236840907,7.32580750259577,2,large
Long Beach,Condo/Twh,3,3,2,1728,NA,539000,13.1974708498911,7.454719949364,2,large
Long Beach,Condo/Twh,3,3,2,1728,NA,619000,13.3358605516667,7.454719949364,2,large
Long Beach,Condo/Twh,3,3,2,1735,NA,1300000,14.0778748224318,7.45876269238096,2,large
Long Beach,Condo/Twh,3,3,2,1748,NA,995000,13.8104980161407,7.46622755621548,2,large
Long Beach,Condo/Twh,3,3,2,1800,NA,450000,13.0170028617465,7.49554194388426,2,large
Long Beach,Condo/Twh,3,3,2,1800,NA,1250000,14.0386541092785,7.49554194388426,2,large
Long Beach,Condo/Twh,3,3,2,2068,NA,645000,13.3770055957779,7.63433723562832,2,large
Long Beach,Condo/Twh,3,3,2,2220,NA,899000,13.7090383134538,7.70526247486633,2,large
Long Beach,Condo/Twh,3,3,2,2350,NA,1049000,13.8633478873784,7.7621706071382,2,large
Long Beach,Condo/Twh,3,3,2,3290,NA,1999999,14.5086572385241,8.09864284375942,2,large
Long Beach,Condo/Twh,3,3,2,3490,NA,1850000,14.4306961970545,8.15765701519647,2,large
Long Beach,Condo/Twh,3,4,2,2026,NA,450000,13.0170028617465,7.61381868480863,2,large
Long Beach,Condo/Twh,4,2,0,1090,NA,147500,11.901583454762,6.99393297522319,0,none
Long Beach,Condo/Twh,4,3,2,2043,NA,475000,13.0710700830168,7.62217459481762,2,large
Long Beach,Condo/Twh,4,3,2,2078,NA,495000,13.1123130415508,7.63916117165917,2,large
Long Beach,Condo/Twh,4,4,2,2068,NA,770000,13.5541457938299,7.63433723562832,2,large
Long Beach,SFR,1,1,0,578,NA,157290,11.9658465142347,6.35957386867238,0,none
Long Beach,SFR,1,1,0,606,NA,140000,11.8493977015914,6.40687998606931,0,none
Long Beach,SFR,1,1,0,608,NA,132500,11.7943379244084,6.41017488196617,0,none
Long Beach,SFR,1,1,0,646,NA,140000,11.8493977015914,6.4707995037826,0,none
Long Beach,SFR,1,1,0,746,NA,152000,11.9316357998284,6.61472560020376,0,none
Long Beach,SFR,1,1,1,528,NA,154900,11.950535026405,6.26909628370626,1,small
Long Beach,SFR,1,1,1,549,NA,439900,12.9943027073368,6.30809844150953,1,small
Long Beach,SFR,1,1,1,624,NA,131900,11.7897993387054,6.43615036836943,1,small
Long Beach,SFR,1,1,1,681,NA,210000,12.2548628096996,6.52356230614951,1,small
Long Beach,SFR,1,1,1,888,NA,409000,12.9214704350249,6.78897174299217,1,small
Long Beach,SFR,2,1,0,560,NA,115000,11.6526874073454,6.3279367837292,0,none
Long Beach,SFR,2,1,0,638,NA,149000,11.9117015849276,6.45833828334479,0,none
Long Beach,SFR,2,1,0,706,NA,224900,12.3234111379474,6.55961523749324,0,none
Long Beach,SFR,2,1,0,714,NA,119900,11.6944133410156,6.57088296233958,0,none
Long Beach,SFR,2,1,0,714,NA,185000,12.1281111040605,6.57088296233958,0,none
Long Beach,SFR,2,1,0,722,NA,195000,12.1807548375459,6.58202513889283,0,none
Long Beach,SFR,2,1,0,771,NA,220000,12.3013828253345,6.64768837356333,0,none
Long Beach,SFR,2,1,0,810,NA,299000,12.6081988523728,6.69703424766648,0,none
Long Beach,SFR,2,1,0,814,NA,244900,12.4086052429403,6.70196036600254,0,none
Long Beach,SFR,2,1,0,825,NA,189000,12.1495022940418,6.71538338633468,0,none
Long Beach,SFR,2,1,0,825,NA,230000,12.3458345879053,6.71538338633468,0,none
Long Beach,SFR,2,1,0,825,NA,240000,12.3883942023241,6.71538338633468,0,none
Long Beach,SFR,2,1,0,848,NA,336000,12.7248664389453,6.7428806357919,0,none
Long Beach,SFR,2,1,0,856,NA,120000,11.6952470217642,6.75227037614174,0,none
Long Beach,SFR,2,1,0,914,NA,210000,12.2548628096996,6.81783057145415,0,none
Long Beach,SFR,2,1,0,968,NA,599900,13.3045182536412,6.87523208727658,0,none
Long Beach,SFR,2,1,0,1044,NA,390000,12.8739020181058,6.95081476844258,0,none
Long Beach,SFR,2,1,0,1047,NA,246900,12.4167386753333,6.95368421087054,0,none
Long Beach,SFR,2,1,0,1048,NA,250000,12.4292161968444,6.95463886488099,0,none
Long Beach,SFR,2,1,0,1556,NA,526000,13.1730564917198,7.34987370473834,0,none
Long Beach,SFR,2,1,1,648,NA,149900,11.9177236840907,6.47389069635227,1,small
Long Beach,SFR,2,1,1,655,NA,139900,11.8486831606536,6.48463523563525,1,small
Long Beach,SFR,2,1,1,672,NA,125000,11.7360690162844,6.51025834052315,1,small
Long Beach,SFR,2,1,1,744,NA,209000,12.2500895309469,6.61204103483309,1,small
Long Beach,SFR,2,1,1,764,NA,149900,11.9177236840907,6.63856778916652,1,small
Long Beach,SFR,2,1,1,766,NA,2E+05,12.2060726455302,6.64118216974059,1,small
Long Beach,SFR,2,1,1,796,NA,150000,11.9183905730784,6.67959918584438,1,small
Long Beach,SFR,2,1,1,800,NA,209000,12.2500895309469,6.68461172766793,1,small
Long Beach,SFR,2,1,1,800,NA,220000,12.3013828253345,6.68461172766793,1,small
Long Beach,SFR,2,1,1,804,NA,389000,12.8713346226006,6.68959926917897,1,small
Long Beach,SFR,2,1,1,815,NA,130000,11.7752897294377,6.70318811324086,1,small
Long Beach,SFR,2,1,1,816,NA,219850,12.300700774609,6.70441435496411,1,small
Long Beach,SFR,2,1,1,825,NA,129000,11.7675676833438,6.71538338633468,1,small
Long Beach,SFR,2,1,1,829,NA,260000,12.4684369099977,6.7202201551353,1,small
Long Beach,SFR,2,1,1,850,NA,210000,12.2548628096996,6.74523634948436,1,small
Long Beach,SFR,2,1,1,852,NA,130000,11.7752897294377,6.74758652682932,1,small
Long Beach,SFR,2,1,1,856,NA,180000,12.1007121298723,6.75227037614174,1,small
Long Beach,SFR,2,1,1,864,NA,209900,12.2543865058087,6.76157276880406,1,small
Long Beach,SFR,2,1,1,864,NA,450000,13.0170028617465,6.76157276880406,1,small
Long Beach,SFR,2,1,1,868,NA,280000,12.5425448821514,6.76619171466035,1,small
Long Beach,SFR,2,1,1,870,NA,159000,11.9766594812024,6.76849321164863,1,small
Long Beach,SFR,2,1,1,884,NA,154300,11.9466540383513,6.78445706263764,1,small
Long Beach,SFR,2,1,1,888,NA,220000,12.3013828253345,6.78897174299217,1,small
Long Beach,SFR,2,1,1,892,NA,369900,12.8209879778205,6.79346613258001,1,small
Long Beach,SFR,2,1,1,908,NA,4E+05,12.8992198260901,6.81124437860129,1,small
Long Beach,SFR,2,1,1,938,NA,190000,12.1547793511426,6.84374994900622,1,small
Long Beach,SFR,2,1,1,940,NA,399000,12.896716695872,6.84587987526405,1,small
Long Beach,SFR,2,1,1,954,NA,275000,12.5245263766487,6.86066367144829,1,small
Long Beach,SFR,2,1,1,959,NA,649990,13.3847122571381,6.86589107488344,1,small
Long Beach,SFR,2,1,1,960,NA,315000,12.6603279178078,6.86693328446188,1,small
Long Beach,SFR,2,1,1,982,NA,268900,12.502094842257,6.88959130835447,1,small
Long Beach,SFR,2,1,1,1062,NA,199000,12.2010601037066,6.96790920180188,1,small
Long Beach,SFR,2,1,1,1068,NA,169900,12.04296530766,6.97354301952014,1,small
Long Beach,SFR,2,1,1,1090,NA,180000,12.1007121298723,6.99393297522319,1,small
Long Beach,SFR,2,1,1,1104,NA,165000,12.0137007528827,7.00669522683704,1,small
Long Beach,SFR,2,1,1,1134,NA,3E+05,12.6115377536383,7.0335064842877,1,small
Long Beach,SFR,2,1,1,1176,NA,290000,12.5776362019627,7.06987412845857,1,small
Long Beach,SFR,2,1,1,1180,NA,549000,13.2158537204917,7.07326971745971,1,small
Long Beach,SFR,2,1,1,1200,NA,749000,13.5264942624994,7.09007683577609,1,small
Long Beach,SFR,2,1,1,1317,NA,215000,12.2783933071098,7.18311170174328,1,small
Long Beach,SFR,2,1,1,1444,NA,195000,12.1807548375459,7.27517231945277,1,small
Long Beach,SFR,2,1,2,672,NA,185000,12.1281111040605,6.51025834052315,2,large
Long Beach,SFR,2,1,2,696,NA,269900,12.5058067990061,6.54534966033442,2,large
Long Beach,SFR,2,1,2,704,NA,180000,12.1007121298723,6.55677835615804,2,large
Long Beach,SFR,2,1,2,720,NA,160000,11.982929094216,6.5792512120101,2,large
Long Beach,SFR,2,1,2,724,NA,190000,12.1547793511426,6.58479139238572,2,large
Long Beach,SFR,2,1,2,750,NA,175000,12.0725412529057,6.62007320653036,2,large
Long Beach,SFR,2,1,2,756,NA,195000,12.1807548375459,6.62804137617953,2,large
Long Beach,SFR,2,1,2,760,NA,219900,12.3009281765429,6.63331843328038,2,large
Long Beach,SFR,2,1,2,768,NA,199000,12.2010601037066,6.64378973314767,2,large
Long Beach,SFR,2,1,2,789,NA,225000,12.3238556811866,6.67076632084587,2,large
Long Beach,SFR,2,1,2,803,NA,220000,12.3013828253345,6.68835471394676,2,large
Long Beach,SFR,2,1,2,808,NA,389000,12.8713346226006,6.6945620585211,2,large
Long Beach,SFR,2,1,2,812,NA,229900,12.3453997107513,6.69950034016168,2,large
Long Beach,SFR,2,1,2,842,NA,135000,11.8130300574206,6.73578001424233,2,large
Long Beach,SFR,2,1,2,858,NA,469900,13.0602751850909,6.75460409948796,2,large
Long Beach,SFR,2,1,2,861,NA,299999,12.6115344202994,6.75809450442773,2,large
Long Beach,SFR,2,1,2,863,NA,345000,12.7512996960135,6.76041469108343,2,large
Long Beach,SFR,2,1,2,874,NA,149999,11.9183839063895,6.77308037565554,2,large
Long Beach,SFR,2,1,2,887,NA,399900,12.8989697948349,6.78784498230958,2,large
Long Beach,SFR,2,1,2,887,NA,459000,13.0368054890427,6.78784498230958,2,large
Long Beach,SFR,2,1,2,894,NA,180000,12.1007121298723,6.79570577517351,2,large
Long Beach,SFR,2,1,2,900,NA,260000,12.4684369099977,6.80239476332431,2,large
Long Beach,SFR,2,1,2,903,NA,209900,12.2543865058087,6.80572255341699,2,large
Long Beach,SFR,2,1,2,908,NA,245000,12.4090134895269,6.81124437860129,2,large
Long Beach,SFR,2,1,2,914,NA,189000,12.1495022940418,6.81783057145415,2,large
Long Beach,SFR,2,1,2,916,NA,260000,12.4684369099977,6.82001636467413,2,large
Long Beach,SFR,2,1,2,928,NA,135000,11.8130300574206,6.8330317327862,2,large
Long Beach,SFR,2,1,2,928,NA,199000,12.2010601037066,6.8330317327862,2,large
Long Beach,SFR,2,1,2,929,NA,386900,12.8659215406886,6.83410873881384,2,large
Long Beach,SFR,2,1,2,935,NA,259000,12.4645833406817,6.84054652928869,2,large
Long Beach,SFR,2,1,2,940,NA,289000,12.5741819670946,6.84587987526405,2,large
Long Beach,SFR,2,1,2,948,NA,215000,12.2783933071098,6.85435450225502,2,large
Long Beach,SFR,2,1,2,952,NA,199000,12.2010601037066,6.85856503479136,2,large
Long Beach,SFR,2,1,2,956,NA,389990,12.8738763767515,6.8627579130514,2,large
Long Beach,SFR,2,1,2,957,NA,350000,12.7656884334656,6.86380339145295,2,large
Long Beach,SFR,2,1,2,960,NA,199000,12.2010601037066,6.86693328446188,2,large
Long Beach,SFR,2,1,2,967,NA,209800,12.2539099749443,6.87419849545329,2,large
Long Beach,SFR,2,1,2,976,NA,275000,12.5245263766487,6.88346258641309,2,large
Long Beach,SFR,2,1,2,986,NA,229900,12.3453997107513,6.89365635460264,2,large
Long Beach,SFR,2,1,2,988,NA,155000,11.9511803959014,6.89568269774787,2,large
Long Beach,SFR,2,1,2,998,NA,477900,13.0771567845662,6.90575327631146,2,large
Long Beach,SFR,2,1,2,999,NA,349900,12.7654026783558,6.90675477864855,2,large
Long Beach,SFR,2,1,2,1000,NA,156750,11.9624074584952,6.90775527898214,2,large
Long Beach,SFR,2,1,2,1012,NA,425000,12.9598444479066,6.91968384984741,2,large
Long Beach,SFR,2,1,2,1030,NA,320000,12.6760762747759,6.93731408122368,2,large
Long Beach,SFR,2,1,2,1030,NA,379000,12.8452914840646,6.93731408122368,2,large
Long Beach,SFR,2,1,2,1036,NA,310000,12.6443275764613,6.94312242281943,2,large
Long Beach,SFR,2,1,2,1042,NA,299000,12.6081988523728,6.94889722231331,2,large
Long Beach,SFR,2,1,2,1060,NA,260000,12.4684369099977,6.96602418710611,2,large
Long Beach,SFR,2,1,2,1064,NA,299000,12.6081988523728,6.96979066990159,2,large
Long Beach,SFR,2,1,2,1092,NA,419900,12.9477718666723,6.99576615630485,2,large
Long Beach,SFR,2,1,2,1093,NA,240000,12.3883942023241,6.99668148817654,2,large
Long Beach,SFR,2,1,2,1098,NA,250000,12.4292161968444,7.00124562206948,2,large
Long Beach,SFR,2,1,2,1116,NA,350000,12.7656884334656,7.01750614294126,2,large
Long Beach,SFR,2,1,2,1121,NA,259900,12.4680522206296,7.02197642307216,2,large
Long Beach,SFR,2,1,2,1122,NA,499900,13.1221633574017,7.02286808608264,2,large
Long Beach,SFR,2,1,2,1128,NA,429000,12.9692121979102,7.028201432058,2,large
Long Beach,SFR,2,1,2,1138,NA,296900,12.6011506607519,7.03702761468628,2,large
Long Beach,SFR,2,1,2,1140,NA,289000,12.5741819670946,7.03878354138854,2,large
Long Beach,SFR,2,1,2,1149,NA,330000,12.7068479334427,7.04664727784876,2,large
Long Beach,SFR,2,1,2,1176,NA,434000,12.9807998130825,7.06987412845857,2,large
Long Beach,SFR,2,1,2,1178,NA,340000,12.7367008965923,7.07157336421153,2,large
Long Beach,SFR,2,1,2,1182,NA,249999,12.4292121968364,7.07496319796604,2,large
Long Beach,SFR,2,1,2,1200,NA,349900,12.7654026783558,7.09007683577609,2,large
Long Beach,SFR,2,1,2,1210,NA,187900,12.1436651854016,7.09837563859079,2,large
Long Beach,SFR,2,1,2,1247,NA,449999,13.0170006395218,7.12849594568004,2,large
Long Beach,SFR,2,1,2,1250,NA,1049900,13.864205479503,7.13089883029635,2,large
Long Beach,SFR,2,1,2,1262,NA,649900,13.3845737838824,7.14045304310116,2,large
Long Beach,SFR,2,1,2,1341,NA,270000,12.5061772379805,7.20117088328168,2,large
Long Beach,SFR,2,1,2,1394,NA,449000,13.0147781667244,7.23993259132047,2,large
Long Beach,SFR,2,1,2,1400,NA,349999,12.7656855763187,7.24422751560335,2,large
Long Beach,SFR,2,2,0,960,NA,249000,12.4252081754468,6.86693328446188,0,none
Long Beach,SFR,2,2,0,968,NA,180000,12.1007121298723,6.87523208727658,0,none
Long Beach,SFR,2,2,0,972,NA,195000,12.1807548375459,6.87935580446044,0,none
Long Beach,SFR,2,2,0,1044,NA,529000,13.1787437108404,6.95081476844258,0,none
Long Beach,SFR,2,2,0,1164,NA,235000,12.3673407931263,7.05961762829138,0,none
Long Beach,SFR,2,2,0,1375,NA,205000,12.2307652581205,7.22620901010067,0,none
Long Beach,SFR,2,2,1,618,NA,119000,11.6868787720937,6.42648845745769,1,small
Long Beach,SFR,2,2,1,775,NA,149900,11.9177236840907,6.65286302935335,1,small
Long Beach,SFR,2,2,1,850,NA,425000,12.9598444479066,6.74523634948436,1,small
Long Beach,SFR,2,2,1,864,NA,455000,13.0280526979331,6.76157276880406,1,small
Long Beach,SFR,2,2,1,1066,Y,219000,12.2968270087986,6.97166860472579,1,small
Long Beach,SFR,2,2,1,1082,NA,210000,12.2548628096996,6.98656645940643,1,small
Long Beach,SFR,2,2,1,1115,NA,169000,12.0376539939052,7.01660968389422,1,small
Long Beach,SFR,2,2,1,1147,NA,749000,13.5264942624994,7.04490511712937,1,small
Long Beach,SFR,2,2,1,1186,NA,649900,13.3845737838824,7.07834157955767,1,small
Long Beach,SFR,2,2,1,1188,NA,380000,12.8479265317026,7.08002649992259,1,small
Long Beach,SFR,2,2,1,1189,NA,299000,12.6081988523728,7.08086789669078,1,small
Long Beach,SFR,2,2,1,1274,NA,234600,12.3656372152015,7.14991683613211,1,small
Long Beach,SFR,2,2,1,1303,NA,304900,12.6277391329763,7.17242457712485,1,small
Long Beach,SFR,2,2,1,1464,NA,225000,12.3238556811866,7.28892769452126,1,small
Long Beach,SFR,2,2,1,1600,NA,875000,13.6819791653398,7.37775890822787,1,small
Long Beach,SFR,2,2,1,1738,NA,769000,13.5528462484878,7.46049030582534,1,small
Long Beach,SFR,2,2,2,924,NA,189000,12.1495022940418,6.82871207164168,2,large
Long Beach,SFR,2,2,2,936,NA,369000,12.8185519230227,6.84161547647759,2,large
Long Beach,SFR,2,2,2,955,NA,220000,12.3013828253345,6.86171134048073,2,large
Long Beach,SFR,2,2,2,1002,NA,349000,12.7628272011846,6.90975328164481,2,large
Long Beach,SFR,2,2,2,1013,NA,279900,12.5421876755035,6.92067150424868,2,large
Long Beach,SFR,2,2,2,1124,NA,458000,13.0346244630963,7.02464903045364,2,large
Long Beach,SFR,2,2,2,1135,Y,325000,12.6915804613119,7.0343879299155,2,large
Long Beach,SFR,2,2,2,1176,NA,330000,12.7068479334427,7.06987412845857,2,large
